사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-03,경원선,1019,광운대,"2,414",33,"6,704","1,238","13,657","2,702","32,085","7,169","28,448","24,146","17,022","11,922","13,527","13,097","14,104","18,737","14,442","13,163","15,519","14,119","16,099","14,224","17,057","14,599","19,059","18,647","20,076","20,582","16,318","27,231","9,339","21,955","9,095","14,731","10,578","12,834","6,439","12,071","3,273","9,614",213,"5,148",5,1,0,0,0,0
2024-03,경원선,1020,월계,949,16,"5,161","1,310","10,293","2,739","26,302","8,683","24,796","16,236","16,039","18,853","13,578","9,396","14,014","7,373","14,708","9,695","13,076","12,953","11,912","9,905","15,713","10,946","21,823","14,397","16,729","15,699","11,189","22,787","6,576","17,996","4,725","10,869","4,045","9,626","2,894","8,934","1,133","5,983",69,"1,274",0,0,0,0,0,0
2024-03,경원선,1021,녹천,"1,167",48,"4,064",717,"8,225","1,523","21,000","5,077","19,552","5,330","10,996","2,881","8,463","3,622","7,475","3,615","8,491","4,651","6,725","4,671","5,669","5,506","5,661","6,456","7,799","8,098","6,213","9,560","4,613","14,072","3,287","12,582","1,956","7,680","1,917","6,666","1,651","6,308",466,"3,974",32,"1,000",0,0,0,0,0,0
2024-03,경원선,1022,창동,0,0,0,0,1,0,1,0,6,0,11,0,7,0,7,0,3,0,9,0,6,0,11,0,10,0,5,0,7,0,3,0,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0
2024-03,경원선,1901,방학,691,5,"12,384","1,686","15,558","5,942","36,232","10,338","31,545","20,257","22,844","12,363","18,676","12,170","18,209","11,029","19,687","13,246","17,444","14,379","15,625","16,425","16,165","19,872","17,189","23,627","17,291","26,280","17,973","29,400","10,742","28,310","7,945","16,261","6,462","13,856","4,229","12,419","1,972","7,518",278,"2,533",0,0,0,0,0,0
2024-03,경원선,1902,도봉,237,26,"7,003","1,232","10,206","3,202","21,070","3,862","18,121","10,885","14,245","8,710","12,126","7,798","11,182","7,389","10,944","8,996","10,826","9,185","10,372","9,753","9,961","11,342","9,872","13,467","10,446","14,471","10,384","16,611","4,790","15,353","3,309","9,565","2,672","7,808","1,803","7,090",826,"4,327",116,"1,638",0,0,0,0,0,0
2024-03,경원선,1903,도봉산,331,9,"6,408",894,"9,794","2,141","22,087","4,505","21,360","8,125","15,420","13,798","13,911","17,340","13,863","16,669","16,501","16,724","20,097","13,297","23,012","11,266","24,632","11,017","23,740","11,024","19,203","10,727","15,015","10,657","9,023","9,060","5,005","6,191","3,538","5,121","2,367","4,702","1,000","2,904",144,"1,533",0,1,0,0,0,0
2024-03,경원선,1904,망월사,446,8,"7,218","1,219","12,270","3,549","28,794","6,069","27,166","26,822","18,810","17,977","16,050","10,593","16,610","18,649","17,396","13,377","18,397","13,140","18,019","14,536","15,797","14,237","18,408","17,330","20,377","21,392","13,015","26,765","7,543","23,161","5,933","14,571","4,992","12,224","4,474","11,619","2,004","7,053",457,"3,497",0,2,0,0,0,0
2024-03,경원선,1905,회룡,"1,536",14,"15,375","2,411","28,566","6,138","58,523","9,879","51,536","13,709","33,895","12,249","29,176","11,782","27,631","14,125","25,418","16,328","21,497","18,122","17,792","20,497","17,241","25,524","17,796","30,671","15,939","37,952","13,380","47,510","8,159","43,497","6,360","25,808","5,103","21,182","3,995","18,304","1,613","11,703",281,"5,026",0,1,0,0,0,0
2024-03,경원선,1906,의정부,"2,694",4,"10,411","2,424","28,977","8,013","49,316","12,867","48,626","35,932","30,471","37,479","26,448","28,704","29,101","31,840","32,124","35,118","32,484","39,103","34,985","35,187","38,171","35,344","39,563","39,918","44,301","47,284","45,672","59,901","27,789","52,528","27,329","32,186","19,020","26,196","15,426","22,614","7,981","16,293","1,122","8,108",0,3,0,0,0,0
2024-03,경원선,1907,가능,449,11,"8,055","1,563","11,247","4,098","24,121","7,573","21,888","14,901","13,917","8,031","13,079","6,349","12,151","7,222","11,795","7,649","10,152","9,328","9,109","8,261","10,465","10,747","11,124","12,725","12,691","15,551","9,543","19,288","5,928","19,819","4,901","12,608","4,053","9,435","2,730","9,137","1,112","5,015",155,"2,046",0,0,0,0,0,0
2024-03,경원선,1908,녹양,317,0,"5,270",879,"8,021","2,091","17,183","5,016","14,392","7,949","9,600","4,561","8,454","3,392","8,424","4,942","8,297","5,423","7,134","6,032","6,134","5,884","6,759","7,143","7,196","8,222","7,981","11,162","7,959","13,540","3,830","12,650","2,813","8,962","2,555","6,178","1,406","6,597",664,"3,913",128,"1,620",0,1,0,0,0,0
2024-03,경원선,1909,양주,"1,812",8,"5,388","1,338","11,062","5,340","31,119","11,361","25,438","10,773","19,539","8,760","16,766","7,036","15,583","7,634","14,272","9,844","13,644","9,884","11,654","11,385","11,688","12,537","13,069","14,290","14,176","20,267","13,288","22,862","6,656","22,893","4,275","16,615","2,959","11,848","1,886","11,385",824,"6,162",98,"3,010",0,5,0,0,0,0
2024-03,경원선,1910,덕계,32,0,"5,927",638,"15,608","3,787","27,603","4,686","24,404","7,700","13,481","4,538","11,185","3,537","9,291","4,120","8,415","5,136","7,738","5,920","6,621","5,738","7,669","8,501","7,932","10,204","7,804","14,978","7,051","20,119","4,104","17,952","2,792","11,333","2,154","10,451","1,732","8,050",672,"5,549",124,"2,360",0,0,0,0,0,0
2024-03,경원선,1911,덕정,1,0,"3,974","1,583","10,282","6,000","20,685","10,057","20,464","20,219","12,908","12,314","11,601","7,249","10,568","6,858","11,124","8,326","13,462","8,580","10,230","7,788","13,391","9,615","14,299","10,394","15,074","13,448","12,713","16,461","6,119","14,869","4,004","9,212","2,936","9,210","2,405","7,320","1,130","4,485",321,"2,252",0,0,0,0,0,0
2024-03,경원선,1912,지행,89,8,"5,115","1,006","10,971","2,655","21,695","5,983","23,656","13,518","16,382","6,364","13,533","6,848","12,136","7,270","11,526","7,535","11,007","9,296","10,208","11,591","10,128","13,531","11,504","16,006","11,303","19,775","11,604","22,185","7,937","19,867","6,714","14,141","5,883","10,742","3,923","9,599","2,361","6,461",257,"3,973",0,0,0,0,0,0
2024-03,경원선,1913,동두천중앙,37,0,"2,702",913,"4,710","2,322","8,464","4,020","9,234","11,211","6,321","4,175","6,432","4,770","5,945","4,942","6,707","4,547","5,714","5,293","5,480","5,674","6,278","5,385","6,861","5,721","6,469","6,896","6,442","7,570","2,948","5,853","1,975","4,683","1,455","3,321",891,"2,991",415,"2,449",36,"1,179",0,0,0,0,0,0
2024-03,경원선,1914,보산,35,2,"1,507",465,"2,087","1,121","4,046","2,830","3,892","3,048","3,191","1,430","3,350","1,589","3,033","1,621","3,135","1,546","2,844","2,017","3,167","2,206","3,390","2,584","5,132","3,277","4,316","3,791","3,234","4,699","1,792","4,505","1,305","3,700",859,"2,571",465,"1,886",169,"1,617",14,708,0,0,0,0,0,0
2024-03,경원선,1915,동두천,54,1,"1,198",443,"2,785","1,904","4,325","5,574","5,572","5,962","3,891","6,699","3,717","3,700","3,781","2,938","4,375","3,919","4,072","3,761","4,124","3,394","6,681","2,344","7,770","3,054","4,849","4,670","4,281","4,119","2,022","3,764","1,244","3,344",814,"2,419",598,"1,765",233,"2,066",14,634,0,0,0,0,0,0
2024-03,경원선,1916,소요산,113,0,541,483,495,772,"1,783","1,009","2,752","1,867","2,160","3,215","2,750","6,012","3,413","7,410","4,585","7,812","7,108","5,895","7,926","5,609","7,907","3,782","6,665","2,983","4,427","2,571","2,562","1,686","1,067","1,404",644,"1,179",287,655,137,670,89,529,13,312,0,0,0,0,0,0
2024-03,경원선,1917,청산,0,0,54,4,81,167,444,132,479,242,267,166,289,230,222,267,245,299,260,264,291,172,299,206,417,250,428,231,195,250,98,242,57,120,23,138,15,121,15,84,1,81,0,0,0,0,0,0
2024-03,경원선,1918,전곡,0,0,536,20,987,418,"2,605",615,"3,651","1,979","3,054","2,012","2,811","1,829","2,481","2,054","2,690","2,369","3,104","2,210","2,761","2,147","2,822","2,000","2,959","2,541","2,503","2,841","1,933","3,114","1,233","2,853","1,068","1,486",622,"1,446",377,"1,180",205,"1,005",30,667,0,0,0,0,0,0
2024-03,경원선,1919,연천,1,0,266,6,649,283,"1,331",613,"3,355","2,584","2,397","2,131","1,837","3,424","1,898","5,188","2,889","5,136","4,029","4,113","4,531","2,942","5,081","2,402","3,966","2,155","2,977","2,101","2,022","1,704",730,"1,515",446,987,229,629,92,455,50,312,1,258,1,0,0,0,0,0
2024-03,안산선,1751,산본,583,0,"9,478","1,872","23,947","6,140","57,030","15,659","54,619","30,356","30,837","23,463","25,828","21,865","25,051","21,505","27,727","26,408","25,636","27,930","25,328","26,148","28,198","29,889","30,212","36,516","29,324","43,265","33,032","67,905","21,320","55,022","17,450","32,680","17,280","25,702","13,419","21,098","5,367","14,087",601,"4,354",0,0,0,0,0,0
2024-03,안산선,1752,대야미,8,2,"2,995",933,"8,053","2,958","18,706","5,188","21,752","8,577","12,104","4,257","9,342","4,610","8,339","4,872","8,153","5,471","8,191","5,587","7,701","6,038","8,308","8,826","8,346","10,198","9,042","11,534","9,990","16,290","5,362","12,230","4,470","9,255","2,359","7,366","1,535","7,568",840,"4,818",110,"1,272",0,0,0,0,0,0
2024-03,안산선,1753,반월,15,0,"3,695","1,073","8,266","2,597","18,055","4,566","16,453","8,012","10,652","3,949","8,570","3,758","7,651","4,419","7,912","4,607","7,060","5,197","5,781","6,101","5,991","7,655","7,551","10,187","8,208","11,317","7,542","15,513","3,859","12,013","2,894","9,249","1,993","7,574","1,401","6,884",603,"3,861",107,"1,088",0,0,0,0,0,0
2024-03,안산선,1754,상록수,435,29,"13,715","2,564","30,087","8,488","67,197","13,738","61,364","23,788","36,843","19,269","28,176","17,503","25,774","16,093","26,050","15,682","24,389","18,911","20,671","20,516","23,125","23,479","26,721","31,522","30,478","43,979","25,191","64,885","16,023","53,395","11,923","36,695","9,914","31,704","7,635","27,221","2,769","18,896",407,"5,023",0,0,0,0,0,0
2024-03,안산선,1755,한대앞,114,6,"7,967",897,"17,919","3,801","32,542","9,483","27,765","28,286","20,118","19,865","16,957","18,153","16,270","10,781","17,683","14,106","16,576","13,046","16,878","14,233","16,767","14,916","21,678","20,152","24,224","26,084","20,922","35,833","12,190","26,778","9,706","19,214","9,804","15,589","7,823","14,371","3,127","9,660",291,"2,472",0,0,0,0,0,0
2024-03,안산선,1756,중앙,261,38,"10,704","1,263","30,530","10,942","60,189","17,742","51,353","39,490","31,721","33,342","27,289","23,117","28,656","22,312","32,862","28,145","29,172","30,844","27,551","30,616","29,926","32,296","36,944","40,035","39,976","54,055","41,813","75,600","27,789","59,075","26,315","37,692","27,397","30,977","22,730","26,880","9,767","20,108",918,"6,296",0,0,0,0,0,0
2024-03,안산선,1757,고잔,191,1,"5,170",990,"16,223","4,791","30,582","12,806","24,309","27,297","17,267","15,505","15,274","12,275","15,276","10,957","14,335","12,017","13,661","13,185","14,261","13,051","15,412","13,102","16,875","14,260","21,759","19,132","22,674","26,159","9,327","20,266","7,911","12,742","7,215","11,408","5,454","9,969","2,162","8,540",164,"3,066",0,0,0,0,0,0
2024-03,안산선,1758,초지,275,2,"4,102",290,"12,466","4,069","23,267","8,822","18,938","11,952","11,807","7,149","8,659","4,932","8,279","4,518","8,683","5,317","7,026","5,944","6,379","6,042","6,875","7,469","8,064","8,928","10,256","13,540","10,249","18,705","5,367","16,159","3,890","10,899","3,548","9,719","2,009","8,498",727,"6,794",59,"2,515",0,0,0,0,0,0
2024-03,안산선,1759,안산,"1,602",9,"10,892","1,420","13,260","15,782","24,219","38,975","25,289","31,727","22,271","16,490","19,008","14,145","17,948","15,705","18,943","16,846","19,673","17,317","20,379","17,980","20,503","19,467","25,604","21,571","43,503","28,293","43,345","30,673","22,687","23,700","19,403","17,404","10,946","14,524","4,954","11,061","1,479","7,446",93,"2,630",0,0,0,0,0,0
2024-03,안산선,1760,신길온천,49,0,"2,799",120,"4,290","1,807","8,246","3,912","7,029","2,940","4,876","1,536","3,608","1,554","3,350","1,983","3,338","2,045","3,078","2,093","2,753","2,746","2,884","3,066","3,407","3,628","4,591","5,642","4,025","6,885","1,976","5,625","1,329","3,773",893,"3,391",602,"2,785",205,"2,021",29,549,0,0,0,0,0,0
2024-03,안산선,1761,정왕,275,5,"8,080","1,027","11,948","13,158","21,733","24,951","19,849","38,349","15,971","29,622","14,150","18,711","14,283","14,594","15,817","15,279","16,217","14,521","15,577","14,493","20,814","14,658","28,678","15,040","35,511","21,006","37,289","24,450","17,211","18,443","13,461","15,129","10,635","13,037","6,084","10,883","2,055","7,677",80,"2,236",0,0,0,0,0,0
2024-03,안산선,1762,오이도,229,0,"6,313",430,"15,376","6,520","33,310","12,333","27,963","13,057","17,609","7,628","13,723","8,545","13,023","11,088","12,825","11,786","11,228","11,354","11,438","12,830","12,954","14,696","15,882","18,544","18,471","22,568","17,478","28,693","9,810","23,687","8,424","15,553","6,427","13,229","4,381","12,210","1,470","8,725",6,"4,040",0,0,0,0,0,0
2024-03,안산선,1763,수리산,20,0,"3,470",520,"9,086","1,940","18,214","4,468","17,852","7,534","10,805","3,832","8,045","4,502","7,886","3,516","6,558","3,834","6,089","3,940","4,851","4,127","6,060","5,648","5,967","7,027","5,652","8,407","5,082","12,955","2,668","10,083","1,996","6,949","1,337","5,542","1,031","5,630",406,"3,245",89,"1,024",0,0,0,0,0,0
2024-03,과천선,1450,선바위,2,0,868,"1,310","5,836","9,068","16,632","22,160","18,139","26,924","15,381","16,142","11,740","7,932","10,372","7,982","11,571","8,158","11,479","8,176","11,202","7,362","12,439","8,569","15,666","10,465","25,077","12,639","31,454","15,414","13,488","12,360","9,735","8,960","7,420","7,746","3,583","7,115","1,196","4,264",96,761,0,0,0,0,0,0
2024-03,과천선,1451,경마공원,0,0,293,578,966,"2,393","2,299","4,207","2,689","11,758","2,498","35,730","2,798","41,562","3,053","23,420","3,946","26,434","5,976","23,099","8,153","13,939","15,731","7,832","24,005","5,149","36,707","3,228","71,372","3,012","12,046","1,920","5,804","1,361","8,634","1,124","1,116",906,195,607,25,121,0,0,0,0,0,0
2024-03,과천선,1452,대공원,5,0,95,316,343,"3,339",724,"4,690",989,"10,365","1,434","17,638","2,065","21,839","3,874","12,750","7,984","10,962","9,535","11,282","11,160","9,856","13,225","5,810","16,261","3,124","17,535","1,857","14,309","1,504","5,824",923,"4,439",588,"3,268",471,546,306,162,193,11,42,0,0,0,0,0,0
2024-03,과천선,1453,과천,2,0,"2,826",307,"10,646","2,308","29,276","5,484","25,887","8,988","17,561","5,795","13,548","5,418","12,568","5,260","12,140","6,327","11,719","6,871","10,297","8,586","10,316","10,068","10,937","12,814","10,079","16,115","8,852","23,260","5,204","19,533","3,468","12,915","2,315","13,083","1,771","11,764",642,"7,307",77,"1,384",0,0,0,0,0,0
2024-03,과천선,1454,정부과천청사,8,3,"1,937",919,"8,381","12,036","24,164","28,345","21,151","80,422","16,347","20,978","13,180","12,344","13,428","11,658","14,718","12,466","15,695","13,101","16,227","13,393","17,454","13,932","26,415","15,987","34,917","20,393","55,487","26,350","17,004","21,094","14,203","12,358","12,732","11,291","6,984","9,619","2,102","5,714",174,"1,306",1,0,0,0,0,0
2024-03,과천선,1455,인덕원,102,4,"9,149","3,654","30,355","16,476","81,795","43,148","71,622","106,618","49,711","41,354","39,101","23,345","35,614","23,095","37,350","23,903","36,243","28,433","31,708","27,690","35,568","32,950","43,704","41,173","64,711","59,037","85,342","86,067","32,991","70,603","26,397","41,469","24,796","39,004","16,959","36,193","6,492","21,920",695,"6,248",1,0,0,0,0,0
2024-03,과천선,1456,평촌,62,1,"4,375","3,447","21,492","12,601","62,744","33,437","48,967","84,698","29,126","29,944","22,940","15,550","21,433","13,691","21,829","15,030","20,434","19,602","19,570","17,033","23,369","18,867","28,482","24,342","46,202","31,793","60,152","49,366","23,572","42,883","18,670","23,840","17,200","20,915","12,545","18,631","4,475","10,814",416,"3,680",0,0,0,0,0,0
2024-03,과천선,1457,범계,101,1,"8,829","3,426","36,440","14,466","98,486","25,904","80,735","59,862","48,818","45,382","39,064","32,701","37,819","32,673","41,718","34,027","40,371","41,418","38,820","40,189","42,622","45,684","48,827","54,150","54,140","71,135","61,659","106,505","39,526","83,504","41,136","43,214","32,121","39,420","27,529","33,173","11,436","19,672",974,"6,389",0,0,0,0,0,0
2024-03,분당선,1023,선릉,56,2,"1,133","1,661","2,760","11,603","5,833","46,572","7,969","128,818","7,047","91,151","7,794","40,960","9,590","26,106","11,683","23,877","13,126","25,384","15,435","21,142","19,581","17,915","27,197","19,999","48,314","23,685","74,763","26,416","35,713","16,288","23,060","8,464","20,948","7,112","17,478","6,383","5,284","3,843",253,762,0,0,0,0,0,0
2024-03,분당선,1024,한티,28,1,"2,647","1,651","8,392","9,941","25,846","31,140","30,253","49,448","20,902","43,128","17,390","27,063","18,273","22,269","22,561","26,642","23,647","35,369","23,515","25,503","27,049","27,799","31,427","35,131","50,174","44,955","48,407","41,732","30,092","28,673","32,192","16,853","27,768","15,580","37,096","13,914","4,800","7,584",179,439,0,0,0,0,0,0
2024-03,분당선,1025,도곡,72,2,"1,686","1,134","4,577","7,024","12,518","16,888","16,982","25,724","13,867","20,362","11,411","10,049","11,900","10,217","12,699","10,023","12,811","10,814","13,857","11,314","15,838","12,005","18,022","13,064","22,997","14,753","24,518","17,251","13,017","14,425","9,188","9,688","7,499","8,486","6,288","7,814","1,378","4,416",58,437,0,0,0,0,0,0
2024-03,분당선,1026,구룡,5,0,948,644,"3,011","5,177","10,259","12,043","13,504","9,555","9,977","4,447","7,808","3,667","6,764","3,250","6,432","4,249","6,033","4,790","6,672","5,148","7,104","6,129","12,257","6,889","8,589","8,631","6,438","10,949","3,962","9,099","2,448","5,569","2,997","5,077","1,214","5,116",333,"3,378",27,101,0,0,0,0,0,0
2024-03,분당선,1027,개포동,9,3,"1,032",575,"4,405","3,314","14,204","6,741","14,980","9,904","10,478","7,697","8,565","6,716","7,708","5,516","9,299","6,705","7,974","7,499","7,759","7,254","8,274","8,166","9,489","9,654","9,539","12,060","9,259","14,729","5,774","12,591","4,765","7,883","4,974","7,202","4,542","6,988","1,795","4,185",66,135,0,0,0,0,0,0
