사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2024-03,7호선,2746,대림(구로구청),243038,244246,48861,47855
2024-03,7호선,2747,남구로,363355,380672,66501,66856
2024-03,7호선,2748,가산디지털단지,1078509,1078624,104903,99644
2024-03,7호선,2749,철산,530046,537764,114087,112773
2024-03,7호선,2750,광명사거리,454938,442300,165406,170453
2024-03,7호선,2751,천왕,275384,259986,63757,64032
2024-03,7호선,2752,온수(성공회대입구),255087,238013,45884,43136
2024-03,7호선,2753,까치울,2,0,0,0
2024-03,7호선,2755,춘의,1,0,0,0
2024-03,8호선,2811,암사,438663,381193,116426,114088
2024-03,8호선,2812,천호(풍납토성),367753,436580,96411,94747
2024-03,8호선,2813,강동구청,238872,245962,71206,72414
2024-03,8호선,2814,몽촌토성(평화의문),167730,170773,37730,36643
2024-03,8호선,2815,잠실(송파구청),425418,504273,85828,84299
2024-03,8호선,2816,석촌,190189,230358,56169,59629
2024-03,8호선,2817,송파,214958,211471,70828,69868
2024-03,8호선,2818,가락시장,168173,190267,68687,69611
2024-03,8호선,2819,문정,540221,565900,67724,67325
2024-03,8호선,2820,장지,420391,383656,92909,87931
2024-03,8호선,2821,복정,251131,211746,43694,38888
2024-03,8호선,2822,산성,153660,153282,37303,40327
2024-03,8호선,2823,남한산성입구(성남법원.검찰청),347231,316010,82755,78851
2024-03,8호선,2824,단대오거리,291689,274018,79981,78110
2024-03,8호선,2825,신흥,116069,119564,44419,46408
2024-03,8호선,2826,수진,121571,111371,49551,49006
2024-03,8호선,2827,모란,95587,78081,61447,46646
2024-03,8호선,2828,남위례,177815,179459,37210,36381
2024-03,9호선,4101,개화,65798,44106,14130,11288
2024-03,9호선,4102,김포공항,211240,294323,21911,28473
2024-03,9호선,4103,공항시장,65817,69962,25937,27961
2024-03,9호선,4104,신방화,161649,156976,53144,52925
2024-03,9호선,4105,마곡나루(서울식물원),357801,352701,40449,38989
2024-03,9호선,4106,양천향교,244541,249196,51583,50474
2024-03,9호선,4107,가양,518753,505038,148443,146439
2024-03,9호선,4108,증미,186649,178323,39608,39824
2024-03,9호선,4109,등촌,266832,251988,89891,90459
2024-03,9호선,4110,염창,445217,424719,83663,81142
2024-03,9호선,4111,신목동,103912,90118,24703,23821
2024-03,9호선,4112,선유도,222431,208843,32715,31933
2024-03,9호선,4113,당산,501843,500110,75038,70167
2024-03,9호선,4114,국회의사당,390633,410133,64156,57260
2024-03,9호선,4115,여의도,784588,754603,55926,51733
2024-03,9호선,4116,샛강,155283,153951,30712,30406
2024-03,9호선,4117,노량진,679302,671593,93741,94168
2024-03,9호선,4118,노들,112306,91477,35227,32052
2024-03,9호선,4119,흑석(중앙대입구),253227,252117,61846,61966
2024-03,9호선,4120,동작(현충원),42693,37526,13396,12396
2024-03,9호선,4121,구반포,25930,25732,9884,9743
2024-03,9호선,4122,신반포,98007,94674,30642,30652
2024-03,9호선,4123,고속터미널,404734,582465,73869,88710
2024-03,9호선,4124,사평,92328,87944,25910,25922
2024-03,9호선,4125,신논현,886762,884581,58901,57776
2024-03,공항철도 1호선,4201,서울역,412201,363879,38727,34534
2024-03,공항철도 1호선,4202,공덕,76930,109133,9407,11559
2024-03,공항철도 1호선,4203,홍대입구,445365,435472,22015,19851
2024-03,공항철도 1호선,4204,디지털미디어시티,371754,347676,30609,29512
2024-03,공항철도 1호선,4206,마곡나루(서울식물원),282354,271968,18085,18729
2024-03,공항철도 1호선,4207,김포공항,285507,156738,26154,16524
2024-03,공항철도 1호선,4208,계양,351145,333667,40393,38100
2024-03,공항철도 1호선,4209,검암,177355,185979,18844,19143
2024-03,공항철도 1호선,4210,청라국제도시,201478,191786,15630,15433
2024-03,공항철도 1호선,4211,운서,250061,265367,32862,33468
2024-03,공항철도 1호선,4212,공항화물청사,47956,55536,10216,10084
2024-03,공항철도 1호선,4213,인천공항1터미널,435399,381412,41221,38010
2024-03,공항철도 1호선,4215,인천공항2터미널,200872,162641,20288,17060
2024-03,공항철도 1호선,4217,영종,101646,103108,23675,23441
2024-03,9호선2~3단계,4126,언주,298562,304509,35550,35471
2024-03,9호선2~3단계,4127,선정릉,246495,268869,31094,31858
2024-03,9호선2~3단계,4128,삼성중앙,189099,196019,29752,29242
2024-03,9호선2~3단계,4129,봉은사,589633,624294,63050,61336
2024-03,9호선2~3단계,4130,종합운동장,129012,123626,22925,21073
2024-03,9호선2~3단계,4131,삼전,191636,177988,43576,41837
2024-03,9호선2~3단계,4132,석촌고분,171798,164597,47472,47757
2024-03,9호선2~3단계,4133,석촌,245047,217991,45077,39709
2024-03,9호선2~3단계,4134,송파나루,142598,151078,32777,34360
2024-03,9호선2~3단계,4135,한성백제,73344,65026,19206,17422
2024-03,9호선2~3단계,4136,올림픽공원(한국체대),273013,284783,32966,33431
2024-03,9호선2~3단계,4137,둔촌오륜,30037,28616,8614,9005
2024-03,9호선2~3단계,4138,중앙보훈병원,251082,213338,82532,80265
2024-03,우이신설선,4701,북한산우이,63262,56634,38923,41469
2024-03,우이신설선,4702,솔밭공원,49272,43358,32187,32916
2024-03,우이신설선,4703,4.19민주묘지,83280,81586,39866,35738
2024-03,우이신설선,4704,가오리,77222,73778,55085,56122
2024-03,우이신설선,4705,화계,62388,56572,49600,50085
2024-03,우이신설선,4706,삼양,32739,33365,29856,32424
2024-03,우이신설선,4707,삼양사거리,40526,40413,40416,40060
2024-03,우이신설선,4708,솔샘,133543,122402,44608,45929
2024-03,우이신설선,4709,북한산보국문,160845,147480,51034,50603
2024-03,우이신설선,4710,정릉,102183,90169,53042,49952
2024-03,우이신설선,4711,성신여대입구(돈암),85923,100833,36116,35144
2024-03,우이신설선,4712,보문,34926,36234,17613,17530
2024-03,우이신설선,4713,신설동,37555,37923,34683,30783
2024-03,신림선,4401,샛강,64364,77804,15349,14848
2024-03,신림선,4402,대방,75525,55984,19679,16465
2024-03,신림선,4403,서울지방병무청,67882,73032,26142,28552
2024-03,신림선,4404,보라매,97831,88957,26101,23520
2024-03,신림선,4405,보라매공원,47585,51001,17802,18867
2024-03,신림선,4406,보라매병원,152165,161806,54731,54440
2024-03,신림선,4407,당곡,102268,97581,40291,39955
2024-03,신림선,4408,신림,38477,54633,17153,21540
2024-03,신림선,4409,서원,81027,68501,26212,26004
2024-03,신림선,4410,서울대벤처타운,229893,203104,71540,70626
2024-03,신림선,4411,관악산(서울대),65896,73642,36922,37740
